InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
565921,23355,HOT WATER BOTTLE KEEP CALM,4,9/8/2011 9:13,4.95,13889.0,United Kingdom
566041,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8,9/8/2011 13:48,4.95,13814.0,Germany
543300,22021,BLUE FELT EASTER EGG BASKET,3,2/7/2011 11:42,1.65,13334.0,United Kingdom
579471,23389,SPACEBOY MINI BACKPACK,2,11/29/2011 15:08,8.29,,United Kingdom
540980,22241,GARLAND WOODEN HAPPY EASTER,5,1/12/2011 15:22,1.25,14514.0,United Kingdom
565226,21695,SMALL SILVER FLOWER CANDLE POT,6,9/2/2011 8:50,2.95,16992.0,United Kingdom
552042,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,5/6/2011 9:00,0.29,13952.0,United Kingdom
536561,22867,HAND WARMER BIRD DESIGN,12,12/1/2010 15:06,2.1,12921.0,United Kingdom
577358,22549,PICTURE DOMINOES,3,11/18/2011 15:59,3.29,,United Kingdom
539742,84946,ANTIQUE SILVER TEA GLASS ETCHED,2,12/21/2010 15:20,2.51,,United Kingdom
546136,21383,PACK OF 12 STICKY BUNNIES,1,3/9/2011 16:32,1.63,,United Kingdom
567252,23215,JINGLE BELL HEART ANTIQUE SILVER,12,9/19/2011 11:37,2.08,13695.0,United Kingdom
C565681,23445,ICE CREAM BUBBLES,-20,9/6/2011 10:42,0.83,15521.0,United Kingdom
580831,22468,BABUSHKA LIGHTS STRING OF 10,2,12/6/2011 11:39,6.75,14418.0,United Kingdom
561513,22537,MAGIC DRAWING SLATE DINOSAUR,2,7/27/2011 15:12,0.83,,United Kingdom
561112,21544,SKULLS  WATER TRANSFER TATTOOS ,1,7/25/2011 11:53,0.85,14606.0,United Kingdom
542646,22841,ROUND CAKE TIN VINTAGE GREEN,1,1/31/2011 11:42,7.95,17220.0,United Kingdom
559521,23256,CHILDRENS CUTLERY SPACEBOY ,5,7/8/2011 16:26,4.15,,Unspecified
576300,22493,PAINT YOUR OWN CANVAS SET,4,11/14/2011 14:39,1.65,15058.0,United Kingdom
542617,22149,FELTCRAFT 6 FLOWER FRIENDS,2,1/30/2011 15:48,2.1,17463.0,United Kingdom
537638,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1,12/7/2010 15:28,2.51,,United Kingdom
556824,22630,DOLLY GIRL LUNCH BOX,1,6/15/2011 10:24,2.46,,United Kingdom
576300,23202,JUMBO BAG VINTAGE LEAF,1,11/14/2011 14:39,2.08,15058.0,United Kingdom
543013,22602,RETROSPOT WOODEN HEART DECORATION,1,2/2/2011 13:35,1.63,,United Kingdom
574076,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,11/2/2011 15:38,3.29,,United Kingdom
C575042,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,11/8/2011 12:05,2.08,16764.0,United Kingdom
560291,23199,JUMBO BAG APPLES,2,7/18/2011 10:17,4.13,,United Kingdom
541504,22111,SCOTTIE DOG HOT WATER BOTTLE,2,1/18/2011 15:37,4.95,14415.0,United Kingdom
555854,21629,SQUARE FLOOR CUSHION VINTAGE RED,4,6/7/2011 13:47,7.95,12748.0,United Kingdom
561711,23213,STAR WREATH DECORATION WITH BELL,24,7/29/2011 11:45,1.25,13414.0,United Kingdom
574914,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,10,11/7/2011 16:16,0.19,17109.0,United Kingdom
537036,82581,TOILET METAL SIGN,1,12/3/2010 17:28,0.55,15545.0,United Kingdom
536591,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,12/1/2010 16:57,2.95,14606.0,United Kingdom
565617,21936,RED RETROSPOT PICNIC BAG,21,9/5/2011 15:30,5.79,,United Kingdom
542000,20717,STRAWBERRY SHOPPER BAG,10,1/25/2011 10:49,1.25,14257.0,United Kingdom
569685,23340,VINTAGE CHRISTMAS CAKE FRILL,42,10/5/2011 14:47,1.65,16758.0,United Kingdom
538419,79066K,RETRO MOD TRAY,1,12/12/2010 12:01,0.85,16367.0,United Kingdom
549546,22423,REGENCY CAKESTAND 3 TIER,4,4/10/2011 11:24,12.75,16889.0,United Kingdom
545583,21931,JUMBO STORAGE BAG SUKI,10,3/4/2011 9:08,1.95,12553.0,France
550987,22993,SET OF 4 PANTRY JELLY MOULDS,1,4/21/2011 18:10,2.46,,United Kingdom
557787,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,6/22/2011 16:16,1.65,15041.0,United Kingdom
576339,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,11/14/2011 15:27,2.46,14096.0,United Kingdom
546003,22088,PAPER BUNTING COLOURED LACE,3,3/8/2011 15:07,2.95,16712.0,United Kingdom
580610,22669,RED BABY BUNTING ,1,12/5/2011 11:48,5.79,,United Kingdom
546215,21917,SET 12 KIDS  WHITE CHALK STICKS,12,3/10/2011 11:52,0.42,14713.0,United Kingdom
552851,22630,DOLLY GIRL LUNCH BOX,12,5/11/2011 15:07,1.95,12731.0,France
545334,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,6,3/1/2011 16:34,2.1,15750.0,United Kingdom
563852,85066,CREAM SWEETHEART MINI CHEST,2,8/19/2011 15:18,12.75,12395.0,Belgium
567912,22161,HEART DECORATION RUSTIC HANGING ,10,9/22/2011 17:07,0.19,15555.0,United Kingdom
560882,23283,DOORMAT VINTAGE LEAF,2,7/21/2011 15:47,7.95,17213.0,United Kingdom
564065,23375,50'S CHRISTMAS PAPER GIFT BAG,10,8/22/2011 15:05,0.82,15150.0,United Kingdom
556083,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,6/8/2011 15:23,4.13,,United Kingdom
581402,22865,HAND WARMER OWL DESIGN,8,12/8/2011 13:45,2.1,14653.0,United Kingdom
564167,23203,JUMBO BAG VINTAGE DOILY ,20,8/23/2011 13:50,2.08,17735.0,United Kingdom
543352,21361,LOVE LARGE WOOD LETTERS ,1,2/7/2011 13:32,12.75,15577.0,United Kingdom
566559,22971,QUEENS GUARD COFFEE MUG,6,9/13/2011 11:52,2.55,18044.0,United Kingdom
548194,21508,VINTAGE KID DOLLY CARD ,1,3/29/2011 15:30,0.83,,United Kingdom
551571,47591A,,-6,5/3/2011 11:14,0.0,,United Kingdom
555277,21749,LARGE RED RETROSPOT WINDMILL,1,6/1/2011 17:30,4.13,,United Kingdom
577030,21615,4 LAVENDER BOTANICAL DINNER CANDLES,24,11/17/2011 12:59,1.25,14060.0,United Kingdom
578362,22271,FELTCRAFT DOLL ROSIE,6,11/24/2011 10:39,2.95,12913.0,United Kingdom
537626,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,12/7/2010 14:57,4.25,12347.0,Iceland
576852,23200,JUMBO BAG PEARS,10,11/16/2011 15:45,2.08,16809.0,United Kingdom
568676,23170,REGENCY TEA PLATE ROSES ,12,9/28/2011 13:43,1.65,18242.0,United Kingdom
539992,21470,FLOWER VINE RAFFIA FOOD COVER,1,12/23/2010 17:41,3.75,,United Kingdom
574053,23330,DECORATIVE WICKER HEART MEDIUM,12,11/2/2011 14:04,1.25,16379.0,United Kingdom
536464,21260,FIRST AID TIN,1,12/1/2010 12:23,3.25,17968.0,United Kingdom
569012,23320,GIANT 50'S CHRISTMAS CRACKER,12,9/30/2011 8:18,2.89,15187.0,United Kingdom
538149,21154,RED RETROSPOT OVEN GLOVE ,1,12/9/2010 16:27,3.36,,United Kingdom
C565290,22307,GOLD MUG BONE CHINA TREE OF LIFE,-24,9/2/2011 11:46,1.25,16092.0,United Kingdom
553005,84926E,FLOWERS TILE COASTER,2,5/12/2011 16:29,1.25,14651.0,United Kingdom
538171,20760,GARDEN PATH POCKET BOOK,3,12/9/2010 20:01,0.85,17530.0,United Kingdom
577768,23240,SET OF 4 KNICK KNACK TINS DOILY ,7,11/21/2011 15:18,8.29,,United Kingdom
545830,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,3/7/2011 13:10,5.45,17634.0,United Kingdom
564974,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,8/31/2011 15:32,1.8,,United Kingdom
570672,23287,RED VINTAGE SPOT BEAKER,8,10/11/2011 14:52,0.85,12536.0,France
580635,84406B,CREAM CUPID HEARTS COAT HANGER,1,12/5/2011 12:30,4.15,14649.0,United Kingdom
565409,22046,TEA PARTY  WRAPPING PAPER ,25,9/4/2011 11:15,0.42,16761.0,United Kingdom
548867,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1,4/4/2011 14:17,2.95,14719.0,United Kingdom
554956,22694,WICKER STAR ,2,5/27/2011 15:17,3.29,,United Kingdom
556426,23209,LUNCH BAG DOILEY PATTERN ,10,6/10/2011 13:18,1.65,16729.0,United Kingdom
557938,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,6/23/2011 15:35,5.79,,United Kingdom
555149,22676,FRENCH BLUE METAL DOOR SIGN 1,1,5/31/2011 15:49,2.46,,United Kingdom
548152,22064,PINK DOUGHNUT TRINKET POT ,12,3/29/2011 13:04,1.65,17398.0,United Kingdom
544159,22768,FAMILY PHOTO FRAME CORNICE,4,2/16/2011 12:48,9.95,14944.0,United Kingdom
545684,22960,JAM MAKING SET WITH JARS,12,3/6/2011 11:52,3.75,15606.0,United Kingdom
546850,22027,TEA PARTY BIRTHDAY CARD,12,3/17/2011 13:20,0.42,13268.0,United Kingdom
580914,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,12/6/2011 13:42,1.25,14871.0,United Kingdom
577475,22325,MOBILE VINTAGE HEARTS ,3,11/20/2011 11:30,4.95,15152.0,United Kingdom
548984,20676,RED RETROSPOT BOWL,1,4/5/2011 12:37,1.25,14546.0,United Kingdom
551833,21213,PACK OF 72 SKULL CAKE CASES,24,5/4/2011 13:12,0.55,16779.0,United Kingdom
551174,22993,SET OF 4 PANTRY JELLY MOULDS,1,4/26/2011 17:02,2.46,,United Kingdom
554511,85132C,CHARLIE AND LOLA FIGURES TINS,1,5/24/2011 15:52,5.79,,United Kingdom
545714,22424,ENAMEL BREAD BIN CREAM,1,3/7/2011 10:12,24.96,,United Kingdom
550470,22502,PICNIC BASKET WICKER SMALL,1,4/18/2011 13:49,10.79,,United Kingdom
540848,35965,FOLKART HEART NAPKIN RINGS,2,1/12/2011 9:26,3.36,,United Kingdom
580982,22558,CLOTHES PEGS RETROSPOT PACK 24 ,6,12/6/2011 16:21,1.65,17861.0,United Kingdom
570499,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,10/11/2011 9:19,0.85,12772.0,Portugal
568393,22082,RIBBON REEL STRIPES DESIGN ,10,9/27/2011 10:12,1.65,15754.0,United Kingdom
536623,21069,VINTAGE BILLBOARD TEA MUG,12,12/2/2010 10:39,1.25,15601.0,United Kingdom
558707,22906,12 MESSAGE CARDS WITH ENVELOPES,2,7/1/2011 12:58,1.65,12748.0,United Kingdom
555728,22631,CIRCUS PARADE LUNCH BOX ,1,6/6/2011 16:41,1.95,17252.0,United Kingdom
553524,21733,RED HANGING HEART T-LIGHT HOLDER,2,5/17/2011 14:46,2.95,15570.0,United Kingdom
572897,22430,ENAMEL WATERING CAN CREAM,1,10/26/2011 14:42,9.96,,United Kingdom
539113,22662,LUNCH BAG DOLLY GIRL DESIGN,3,12/16/2010 11:24,1.65,12494.0,France
580673,22866,HAND WARMER SCOTTY DOG DESIGN,96,12/5/2011 14:30,1.85,13089.0,United Kingdom
567614,23092,LARGE ANTIQUE WHITE PHOTO FRAME,8,9/21/2011 11:55,7.9,16103.0,United Kingdom
559535,20728,LUNCH BAG CARS BLUE,1,7/10/2011 12:16,1.65,17841.0,United Kingdom
554289,23118,PARISIENNE JEWELLERY DRAWER ,2,5/23/2011 14:18,7.5,15434.0,United Kingdom
561097,21975,PACK OF 60 DINOSAUR CAKE CASES,24,7/25/2011 10:47,0.55,15981.0,United Kingdom
570718,23290,SPACEBOY CHILDRENS BOWL,8,10/12/2011 10:36,1.25,12518.0,Germany
554325,23168,CLASSIC CAFE SUGAR DISPENSER,12,5/23/2011 15:38,1.25,12621.0,Germany
537666,47566B,TEA TIME PARTY BUNTING,1,12/7/2010 18:36,8.47,,United Kingdom
544918,21621,VINTAGE UNION JACK BUNTING,8,2/24/2011 16:30,8.5,13081.0,United Kingdom
570871,22817,CARD SUKI BIRTHDAY,8,10/12/2011 16:36,0.42,,United Kingdom
566959,23213,STAR WREATH DECORATION WITH BELL,10,9/15/2011 17:00,1.25,17530.0,United Kingdom
580727,22494,EMERGENCY FIRST AID TIN ,2,12/5/2011 17:17,2.46,14096.0,United Kingdom
571268,23256,CHILDRENS CUTLERY SPACEBOY ,6,10/16/2011 12:06,4.15,15351.0,United Kingdom
553015,21446,12 RED ROSE PEG PLACE SETTINGS,1,5/12/2011 18:55,1.25,12748.0,United Kingdom
538349,21069,VINTAGE BILLBOARD TEA MUG,1,12/10/2010 14:59,2.51,,United Kingdom
581217,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,12/8/2011 9:20,4.96,,United Kingdom
569651,22427,ENAMEL FLOWER JUG CREAM,2,10/5/2011 12:49,5.95,14534.0,United Kingdom
578526,23476,WOODLAND LARGE RED FELT HEART,12,11/24/2011 14:22,1.25,13995.0,United Kingdom
549543,21212,PACK OF 72 RETROSPOT CAKE CASES,1,4/10/2011 11:14,0.55,18118.0,United Kingdom
547721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/25/2011 10:14,2.95,13000.0,United Kingdom
538403,21733,RED HANGING HEART T-LIGHT HOLDER,6,12/12/2010 11:46,2.95,17211.0,United Kingdom
537434,22261,FELT EGG COSY WHITE RABBIT ,1,12/6/2010 16:57,1.66,,United Kingdom
536620,21058,PARTY INVITES WOODLAND,12,12/2/2010 10:27,0.85,14135.0,United Kingdom
541414,21756,BATH BUILDING BLOCK WORD,1,1/17/2011 16:14,5.95,18212.0,United Kingdom
566292,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,9/11/2011 15:35,0.39,13381.0,United Kingdom
537638,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,12/7/2010 15:28,2.51,,United Kingdom
553522,22386,JUMBO BAG PINK POLKADOT,2,5/17/2011 14:43,2.08,15005.0,United Kingdom
557217,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,6/17/2011 12:30,3.75,17426.0,United Kingdom
546385,22185,SLATE TILE NATURAL HANGING,36,3/11/2011 13:13,1.45,16652.0,United Kingdom
558049,20755,BLUE PAISLEY POCKET BOOK,1,6/24/2011 14:16,0.85,15850.0,United Kingdom
541103,20772,GARDEN PATH JOURNAL,6,1/13/2011 14:24,2.55,14215.0,United Kingdom
560723,22694,WICKER STAR ,2,7/20/2011 13:53,2.1,16464.0,United Kingdom
547017,46776E,WOVEN CANDY CUSHION COVER ,2,3/18/2011 14:51,4.95,13468.0,United Kingdom
561907,22748,POPPY'S PLAYHOUSE KITCHEN,6,8/1/2011 10:08,2.1,14060.0,United Kingdom
550820,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,4/21/2011 8:43,8.5,13148.0,United Kingdom
556915,23200,JUMBO BAG PEARS,2,6/15/2011 13:35,2.08,15036.0,United Kingdom
556777,22493,PAINT YOUR OWN CANVAS SET,12,6/14/2011 12:31,1.65,14426.0,United Kingdom
556932,22997,TRAVEL CARD WALLET UNION JACK,1,6/15/2011 15:41,0.83,,United Kingdom
553182,23174,REGENCY SUGAR BOWL GREEN,2,5/15/2011 12:21,4.15,17107.0,United Kingdom
564657,85049E,SCANDINAVIAN REDS RIBBONS,24,8/26/2011 14:44,1.25,14135.0,United Kingdom
549251,84978,HANGING HEART JAR T-LIGHT HOLDER,6,4/7/2011 12:16,1.25,14449.0,United Kingdom
561359,23444,Next Day Carriage,1,7/26/2011 15:29,15.0,17160.0,United Kingdom
555924,22568,FELTCRAFT CUSHION OWL,1,6/7/2011 17:12,7.46,,United Kingdom
568994,22610,PENS ASSORTED FUNNY FACE,36,9/29/2011 16:52,0.19,12598.0,France
559499,20724,RED RETROSPOT CHARLOTTE BAG,24,7/8/2011 14:22,2.46,,United Kingdom
563833,21900,"KEY FOB , SHED",24,8/19/2011 12:49,0.65,14755.0,United Kingdom
568090,20793,,-5,9/23/2011 14:41,0.0,,United Kingdom
572695,22186,RED STAR CARD HOLDER,12,10/25/2011 14:23,1.95,12610.0,Italy
566258,20971,PINK BLUE FELT CRAFT TRINKET BOX,7,9/11/2011 12:45,1.25,13124.0,United Kingdom
541695,22301,COFFEE MUG CAT + BIRD DESIGN,2,1/20/2011 18:01,4.96,,United Kingdom
537434,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,12/6/2010 16:57,1.66,,United Kingdom
557619,20752,BLUE POLKADOT WASHING UP GLOVES,4,6/21/2011 13:58,2.1,17757.0,United Kingdom
541592,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,2,1/19/2011 15:08,3.29,,United Kingdom
568061,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,3,9/23/2011 13:12,0.83,16910.0,United Kingdom
539434,84006,MAGIC TREE -PAPER FLOWERS,1,12/17/2010 14:41,1.66,,United Kingdom
551719,21078,SET/20 STRAWBERRY PAPER NAPKINS ,5,5/3/2011 16:09,1.63,,United Kingdom
581253,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,12/8/2011 11:15,2.1,16891.0,United Kingdom
541604,22585,PACK OF 6 BIRDY GIFT TAGS,4,1/19/2011 17:23,1.25,14572.0,United Kingdom
577438,22750,FELTCRAFT PRINCESS LOLA DOLL,1,11/20/2011 11:09,3.75,18118.0,United Kingdom
570236,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,10/9/2011 14:45,0.83,,United Kingdom
538201,22082,RIBBON REEL STRIPES DESIGN ,5,12/10/2010 11:12,1.65,15723.0,United Kingdom
537794,22841,ROUND CAKE TIN VINTAGE GREEN,1,12/8/2010 13:01,7.95,16713.0,United Kingdom
545713,21955,DOORMAT UNION JACK GUNS AND ROSES,2,3/7/2011 10:11,12.46,,United Kingdom
578155,23537,WALL ART I LOVE LONDON ,1,11/23/2011 11:32,4.95,12748.0,United Kingdom
555510,20724,RED RETROSPOT CHARLOTTE BAG,2,6/3/2011 17:09,1.63,,United Kingdom
546261,20735,BLACK MINI TAPE MEASURE ,1,3/10/2011 15:01,0.85,17841.0,United Kingdom
562420,22381,TOY TIDY PINK POLKADOT,1,8/4/2011 16:38,4.13,,United Kingdom
578344,21558,SKULL LUNCH BOX WITH CUTLERY ,1,11/24/2011 9:21,4.96,,United Kingdom
548011,22972,CHILDREN'S SPACEBOY MUG,48,3/29/2011 11:14,1.45,14646.0,Netherlands
581492,22574,HEART WOODEN CHRISTMAS DECORATION,5,12/9/2011 10:03,1.63,,United Kingdom
556813,23207,LUNCH BAG ALPHABET DESIGN,1,6/14/2011 17:28,4.13,,United Kingdom
556491,20725,LUNCH BAG RED RETROSPOT,1,6/12/2011 14:15,1.65,16794.0,United Kingdom
566571,22941,CHRISTMAS LIGHTS 10 REINDEER,2,9/13/2011 12:49,8.5,17037.0,United Kingdom
563749,23008,DOLLY GIRL BABY GIFT SET,4,8/19/2011 10:10,16.95,12360.0,Austria
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2/10/2011 14:38,4.95,17850.0,United Kingdom
577057,21739,COSY SLIPPER SHOES SMALL GREEN,1,11/17/2011 14:26,2.95,12748.0,United Kingdom
545690,22694,WICKER STAR ,2,3/6/2011 12:46,2.1,13263.0,United Kingdom
545315,21865,PINK UNION JACK  PASSPORT COVER ,1,3/1/2011 14:14,4.13,,United Kingdom
537567,20828,GLITTER BUTTERFLY CLIPS,22,12/7/2010 11:59,2.55,18119.0,United Kingdom
575337,21849,SILVER DIAMANTE PEN IN GIFT BOX,2,11/9/2011 14:11,4.95,17867.0,United Kingdom
560080,22413,METAL SIGN TAKE IT OR LEAVE IT ,192,7/14/2011 16:23,3.2,17450.0,United Kingdom
539043,21935,SUKI  SHOULDER BAG,20,12/15/2010 15:45,1.65,12928.0,United Kingdom
574170,23157,SET OF 6 NATIVITY MAGNETS ,6,11/3/2011 11:43,2.08,16221.0,United Kingdom
545928,21169,YOU'RE CONFUSING ME METAL SIGN ,12,3/8/2011 11:59,1.69,14407.0,United Kingdom
576665,84375,SET OF 20 KIDS COOKIE CUTTERS,1,11/16/2011 11:46,2.1,17841.0,United Kingdom
545895,22979,PANTRY WASHING UP BRUSH,3,3/7/2011 17:14,2.92,,United Kingdom
553678,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,5/18/2011 13:00,2.95,14009.0,United Kingdom
579439,21181,PLEASE ONE PERSON METAL SIGN,24,11/29/2011 13:29,2.1,13426.0,United Kingdom
579002,21354,TOAST ITS - BEST MUM,4,11/27/2011 16:27,1.25,14093.0,United Kingdom
572552,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,10/24/2011 17:07,16.63,14096.0,United Kingdom
549306,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,4/8/2011 8:48,0.85,16837.0,United Kingdom
575942,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,11/13/2011 11:44,0.65,15599.0,United Kingdom
541423,84247G,"DECOUPAGE,GREETING CARD,",12,1/17/2011 17:54,0.83,,United Kingdom
560504,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,7/19/2011 11:47,4.95,13081.0,United Kingdom
578999,22585,PACK OF 6 BIRDY GIFT TAGS,1,11/27/2011 16:08,1.25,17595.0,United Kingdom
557472,21622,VINTAGE UNION JACK CUSHION COVER,4,6/20/2011 13:27,4.95,12432.0,Norway
547249,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,3/22/2011 9:27,4.13,,United Kingdom
577748,22866,HAND WARMER SCOTTY DOG DESIGN,24,11/21/2011 14:24,2.1,15159.0,United Kingdom
542607,84978,HANGING HEART JAR T-LIGHT HOLDER,6,1/30/2011 13:48,1.25,13148.0,United Kingdom
569568,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,10/5/2011 9:57,4.15,12700.0,France
549907,48184,DOORMAT ENGLISH ROSE ,2,4/12/2011 16:30,7.95,13484.0,United Kingdom
549324,22993,SET OF 4 PANTRY JELLY MOULDS,12,4/8/2011 10:32,1.25,16045.0,United Kingdom
569843,22865,HAND WARMER OWL DESIGN,1,10/6/2011 13:29,2.1,14449.0,United Kingdom
556782,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,6/14/2011 13:04,6.95,14871.0,United Kingdom
580760,20719,WOODLAND CHARLOTTE BAG,10,12/6/2011 10:30,0.85,12877.0,United Kingdom
556304,21932,SCANDINAVIAN PAISLEY PICNIC BAG,20,6/10/2011 10:29,1.65,12840.0,United Kingdom
538636,22690,DOORMAT HOME SWEET HOME BLUE ,2,12/13/2010 13:50,7.95,14639.0,United Kingdom
556578,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,6/13/2011 14:13,2.55,12472.0,Germany
580287,22470,HEART OF WICKER LARGE,1,12/2/2011 13:28,2.95,14594.0,United Kingdom
553657,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,5/18/2011 11:28,1.95,14583.0,United Kingdom
578326,21914,BLUE HARMONICA IN BOX ,1,11/23/2011 17:45,1.25,16343.0,United Kingdom
546892,21580,RABBIT  DESIGN  COTTON TOTE BAG,2,3/17/2011 18:20,4.96,,United Kingdom
555841,22553,PLASTERS IN TIN SKULLS,1,6/7/2011 12:47,1.65,14583.0,United Kingdom
561600,22345,PARTY PIZZA DISH BLUE POLKADOT,3,7/28/2011 11:29,0.85,15861.0,United Kingdom
575607,21222,SET/4 BADGES BEETLES,1,11/10/2011 12:37,2.46,14096.0,United Kingdom
551507,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,4/28/2011 18:11,0.55,18272.0,United Kingdom
566952,22630,DOLLY GIRL LUNCH BOX,3,9/15/2011 16:37,4.13,,United Kingdom
541797,21718,RED METAL BEACH SPADE ,1,1/21/2011 14:04,1.25,12970.0,United Kingdom
550201,21770,OPEN CLOSED METAL SIGN,10,4/15/2011 10:25,4.95,12769.0,Brazil
572550,35970,ZINC FOLKART SLEIGH BELLS,2,10/24/2011 17:06,4.13,,United Kingdom
556812,20677,PINK POLKADOT BOWL,30,6/14/2011 17:25,2.46,,United Kingdom
572773,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,10/26/2011 10:30,0.79,17511.0,United Kingdom
546164,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,3/10/2011 10:04,1.45,15939.0,United Kingdom
558447,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60,6/29/2011 13:40,2.1,15311.0,United Kingdom
566581,84879,ASSORTED COLOUR BIRD ORNAMENT,40,9/13/2011 13:47,1.69,16081.0,United Kingdom
568949,22077,6 RIBBONS RUSTIC CHARM,1,9/29/2011 15:13,3.29,,United Kingdom
538093,20726,LUNCH BAG WOODLAND,10,12/9/2010 14:49,1.65,12682.0,France
545979,22384,LUNCH BAG PINK POLKADOT,2,3/8/2011 12:30,1.65,12748.0,United Kingdom
550499,22913,RED COAT RACK PARIS FASHION,3,4/18/2011 15:16,4.95,,United Kingdom
553149,23165,LARGE CERAMIC TOP STORAGE JAR,12,5/13/2011 14:16,1.65,14226.0,United Kingdom
550447,21907,I'M ON HOLIDAY METAL SIGN,2,4/18/2011 12:36,2.1,16033.0,United Kingdom
559493,84795b,SUNSET CHECK HAMMOCK,1,7/8/2011 13:53,16.63,,United Kingdom
547918,22597,MUSICAL ZINC HEART DECORATION ,12,3/28/2011 12:49,0.85,15249.0,United Kingdom
562218,20675,BLUE POLKADOT BOWL,8,8/3/2011 14:07,1.25,13851.0,United Kingdom
560106,23233,WRAP POPPIES  DESIGN,50,7/14/2011 20:01,0.42,17554.0,United Kingdom
564335,47504K,ENGLISH ROSE GARDEN SECATEURS,3,8/24/2011 14:23,0.79,15800.0,United Kingdom
568207,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,9/25/2011 15:34,1.25,15150.0,United Kingdom
537781,85135B,BLUE DRAGONFLY HELICOPTER,1,12/8/2010 12:46,7.95,17341.0,United Kingdom
541669,21535,RED RETROSPOT SMALL MILK JUG,12,1/20/2011 12:29,2.55,17315.0,United Kingdom
574328,47566,PARTY BUNTING,24,11/4/2011 9:05,4.95,13081.0,United Kingdom
556528,21498,RED RETROSPOT WRAP ,25,6/13/2011 11:36,0.42,13269.0,United Kingdom
556476,21447,12 IVORY ROSE PEG PLACE SETTINGS,36,6/12/2011 12:08,1.25,17175.0,United Kingdom
570499,21331,MOROCCAN BEATEN METAL DISH LARGE,1,10/11/2011 9:19,12.75,12772.0,Portugal
540238,22819,"BIRTHDAY CARD, RETRO SPOT",4,1/5/2011 14:44,0.43,,United Kingdom
547387,22698,PINK REGENCY TEACUP AND SAUCER,6,3/22/2011 16:00,2.95,12539.0,Spain
580403,22770,MIRROR CORNICE,1,12/4/2011 11:56,14.95,17858.0,United Kingdom
562042,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,8/2/2011 10:19,4.95,13075.0,United Kingdom
547788,20751,FUNKY WASHING UP GLOVES ASSORTED,1,3/25/2011 12:00,4.13,,United Kingdom
580092,23313,VINTAGE CHRISTMAS BUNTING,50,12/1/2011 14:38,4.15,13969.0,United Kingdom
541104,85168B,BLACK BAROQUE CARRIAGE CLOCK,1,1/13/2011 14:29,8.29,,United Kingdom
542110,21787,RAIN PONCHO RETROSPOT,24,1/25/2011 13:46,0.85,14189.0,United Kingdom
555653,21882,SKULLS TAPE,3,6/6/2011 14:12,0.65,17673.0,United Kingdom
537200,85178,VICTORIAN SEWING KIT,2,12/5/2010 14:17,1.25,15867.0,United Kingdom
